380.000000,0.0021729378
385.000000,0.0020291674
390.000000,0.0018853970
395.000000,0.0032049803
400.000000,0.0045245637
405.000000,0.0056394766
410.000000,0.0067032220
415.000000,0.0110056300
420.000000,0.0146484872
425.000000,0.0156531410
430.000000,0.0166577948
435.000000,0.0167307611
440.000000,0.0161826024
445.000000,0.0141975510
450.000000,0.0130105003
455.000000,0.0135592855
460.000000,0.0141501946
465.000000,0.0149095992
470.000000,0.0156690038
475.000000,0.0398318529
480.000000,0.0639947020
485.000000,0.0611237309
490.000000,0.0402302129
495.000000,0.0412862858
500.000000,0.0477662527
505.000000,0.0541509639
510.000000,0.0605356752
515.000000,0.0730659822
520.000000,0.0838351279
525.000000,0.0919625314
530.000000,0.1000899349
535.000000,0.0896949613
540.000000,0.0792999878
545.000000,0.0679727809
550.000000,0.0628120776
555.000000,0.0617623767
560.000000,0.0607126759
565.000000,0.0696369321
570.000000,0.0785611884
575.000000,0.1780161360
580.000000,0.3078675127
585.000000,0.4687739139
590.000000,0.6296803151
595.000000,0.6722795952
600.000000,0.6853020950
605.000000,0.6356419767
610.000000,0.5859818584
615.000000,0.5379327871
620.000000,0.4908661375
625.000000,0.4434330502
630.000000,0.3973143358
635.000000,0.3564531129
640.000000,0.3155918901
645.000000,0.2705692619
650.000000,0.2245062823
655.000000,0.1860515532
660.000000,0.1516580796
665.000000,0.1233564891
670.000000,0.0963039840
675.000000,0.0742478205
680.000000,0.0523254682
685.000000,0.0309383611
690.000000,0.0182118031
695.000000,0.0112589445
700.000000,0.0043060859
705.000000,0.0030499520
710.000000,0.0019519072
715.000000,0.0014862185
720.000000,0.0010945523
725.000000,0.0009989763
730.000000,0.0009871831
735.000000,0.0013105214
740.000000,0.0015893448
745.000000,0.0016901086
750.000000,0.0017908724
755.000000,0.0017078320
