380.000000,0.0413119815
385.000000,0.0261923143
390.000000,0.0110726471
395.000000,0.0087640078
400.000000,0.0064553686
405.000000,0.0043622077
410.000000,0.0023229164
415.000000,0.0200187687
420.000000,0.0377146210
425.000000,0.0658435704
430.000000,0.1009279181
435.000000,0.1170608094
440.000000,0.1331937007
445.000000,0.1455558688
450.000000,0.1606658075
455.000000,0.1867668287
460.000000,0.2128678500
465.000000,0.2728525353
470.000000,0.3328372205
475.000000,0.3757637947
480.000000,0.4148023982
485.000000,0.4382891194
490.000000,0.4617758407
495.000000,0.5354938498
500.000000,0.6092118589
505.000000,0.6932888241
510.000000,0.7799555283
515.000000,0.8549105758
520.000000,0.9165696703
525.000000,0.9582848351
530.000000,1.0000000000
535.000000,0.9977492446
540.000000,0.9882768006
545.000000,0.9499176024
550.000000,0.9115584042
555.000000,0.8524659574
560.000000,0.7933735106
565.000000,0.7278530373
570.000000,0.6607255574
575.000000,0.5876059807
580.000000,0.5134026306
585.000000,0.4398206567
590.000000,0.3662386827
595.000000,0.2948491945
600.000000,0.2234597062
605.000000,0.1607473334
610.000000,0.1110506336
615.000000,0.0875704437
620.000000,0.0706443813
625.000000,0.0585806962
630.000000,0.0465170110
635.000000,0.0411119802
640.000000,0.0357069493
645.000000,0.0317693702
650.000000,0.0281986540
655.000000,0.0256419551
660.000000,0.0233387606
665.000000,0.0211699726
670.000000,0.0180592669
675.000000,0.0135356846
680.000000,0.0093730898
685.000000,0.0057519763
690.000000,0.0026900428
695.000000,0.0018648296
700.000000,0.0011661837
705.000000,0.0009738073
710.000000,0.0007814309
715.000000,0.0006078252
720.000000,0.0004739666
725.000000,0.0003997286
730.000000,0.0003254907
735.000000,0.0003288681
740.000000,0.0003422846
745.000000,0.0003707598
750.000000,0.0003992351
755.000000,0.0004012473
