380.000000,0.0123000000
385.000000,0.0109000000
390.000000,0.0094500000
395.000000,0.0155000000
400.000000,0.0215000000
405.000000,0.0321000000
410.000000,0.0438500000
415.000000,0.0623000000
420.000000,0.0805500000
425.000000,0.0979500000
430.000000,0.1153500000
435.000000,0.1356500000
440.000000,0.1579500000
445.000000,0.1721500000
450.000000,0.1862500000
455.000000,0.2031500000
460.000000,0.2278000000
465.000000,0.2839000000
470.000000,0.3399000000
475.000000,0.3895500000
480.000000,0.4392500000
485.000000,0.4669500000
490.000000,0.4800500000
495.000000,0.5257500000
500.000000,0.5893000000
505.000000,0.6672000000
510.000000,0.7451000000
515.000000,0.8570000000
520.000000,0.9367500000
525.000000,0.9682500000
530.000000,0.9997000000
535.000000,0.9818500000
540.000000,0.9639500000
545.000000,0.9070500000
550.000000,0.8566000000
555.000000,0.8104000000
560.000000,0.7641500000
565.000000,0.6903000000
570.000000,0.6164500000
575.000000,0.5405500000
580.000000,0.4670000000
585.000000,0.4049000000
590.000000,0.3428500000
595.000000,0.2735000000
600.000000,0.2023000000
605.000000,0.1551500000
610.000000,0.1081000000
615.000000,0.0785500000
620.000000,0.0623000000
625.000000,0.0520500000
630.000000,0.0426000000
635.000000,0.0365500000
640.000000,0.0305000000
645.000000,0.0255000000
650.000000,0.0207000000
655.000000,0.0174500000
660.000000,0.0151000000
665.000000,0.0140000000
670.000000,0.0128000000
675.000000,0.0111000000
680.000000,0.0090500000
685.000000,0.0056000000
690.000000,0.0034500000
695.000000,0.0022500000
700.000000,0.0009500000
705.000000,0.0007500000
710.000000,0.0005500000
715.000000,0.0005500000
720.000000,0.0005000000
725.000000,0.0004500000
730.000000,0.0004500000
735.000000,0.0004500000
740.000000,0.0004500000
745.000000,0.0004500000
750.000000,0.0005500000
755.000000,0.0005500000
